timestamp,file_name,title,artist,source,spotify_uri,account,run_id
2025-07-08T18:34:55.448639,romanianbits_reel_9_audio.mp4,Take Control,Dast (Italy),SUCCESS,,,81226988d08b4a3d83f13fec1930b526
